,epsilon,rewards,discounted_rewards,forecast
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
0,0.0,311.98341726067554,18.93581470408464,0
