,epsilon,rewards,discounted_rewards,forecast
0,2.9925925925925925,23.869636811935873,21.956964269145445,7
0,2.9925925925925925,23.869636811935873,21.956964269145445,1
1,2.9925925925925925,24.652364240786365,22.590933995480384,7
1,2.9925925925925925,24.652364240786365,22.590933995480384,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,3
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,3
2,2.9925925925925925,551.6511792446445,102.15783550967006,4
2,2.9925925925925925,551.6511792446445,102.15783550967006,5
2,2.9925925925925925,551.6511792446445,102.15783550967006,6
2,2.9925925925925925,551.6511792446445,102.15783550967006,6
2,2.9925925925925925,551.6511792446445,102.15783550967006,4
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,3
2,2.9925925925925925,551.6511792446445,102.15783550967006,4
2,2.9925925925925925,551.6511792446445,102.15783550967006,5
2,2.9925925925925925,551.6511792446445,102.15783550967006,5
2,2.9925925925925925,551.6511792446445,102.15783550967006,6
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,3
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,3
2,2.9925925925925925,551.6511792446445,102.15783550967006,4
2,2.9925925925925925,551.6511792446445,102.15783550967006,5
2,2.9925925925925925,551.6511792446445,102.15783550967006,6
2,2.9925925925925925,551.6511792446445,102.15783550967006,6
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,3
2,2.9925925925925925,551.6511792446445,102.15783550967006,4
2,2.9925925925925925,551.6511792446445,102.15783550967006,5
2,2.9925925925925925,551.6511792446445,102.15783550967006,6
2,2.9925925925925925,551.6511792446445,102.15783550967006,6
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,3
2,2.9925925925925925,551.6511792446445,102.15783550967006,4
2,2.9925925925925925,551.6511792446445,102.15783550967006,5
2,2.9925925925925925,551.6511792446445,102.15783550967006,6
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,3
2,2.9925925925925925,551.6511792446445,102.15783550967006,4
2,2.9925925925925925,551.6511792446445,102.15783550967006,5
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,3
2,2.9925925925925925,551.6511792446445,102.15783550967006,4
2,2.9925925925925925,551.6511792446445,102.15783550967006,5
2,2.9925925925925925,551.6511792446445,102.15783550967006,6
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,3
2,2.9925925925925925,551.6511792446445,102.15783550967006,4
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,3
2,2.9925925925925925,551.6511792446445,102.15783550967006,4
2,2.9925925925925925,551.6511792446445,102.15783550967006,5
2,2.9925925925925925,551.6511792446445,102.15783550967006,6
2,2.9925925925925925,551.6511792446445,102.15783550967006,6
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,3
2,2.9925925925925925,551.6511792446445,102.15783550967006,4
2,2.9925925925925925,551.6511792446445,102.15783550967006,5
2,2.9925925925925925,551.6511792446445,102.15783550967006,6
2,2.9925925925925925,551.6511792446445,102.15783550967006,6
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,3
2,2.9925925925925925,551.6511792446445,102.15783550967006,4
2,2.9925925925925925,551.6511792446445,102.15783550967006,5
2,2.9925925925925925,551.6511792446445,102.15783550967006,6
2,2.9925925925925925,551.6511792446445,102.15783550967006,6
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,3
2,2.9925925925925925,551.6511792446445,102.15783550967006,4
2,2.9925925925925925,551.6511792446445,102.15783550967006,5
2,2.9925925925925925,551.6511792446445,102.15783550967006,6
2,2.9925925925925925,551.6511792446445,102.15783550967006,6
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,3
2,2.9925925925925925,551.6511792446445,102.15783550967006,4
2,2.9925925925925925,551.6511792446445,102.15783550967006,5
2,2.9925925925925925,551.6511792446445,102.15783550967006,6
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,3
2,2.9925925925925925,551.6511792446445,102.15783550967006,4
2,2.9925925925925925,551.6511792446445,102.15783550967006,5
2,2.9925925925925925,551.6511792446445,102.15783550967006,6
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,3
2,2.9925925925925925,551.6511792446445,102.15783550967006,4
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,3
2,2.9925925925925925,551.6511792446445,102.15783550967006,4
2,2.9925925925925925,551.6511792446445,102.15783550967006,5
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,3
2,2.9925925925925925,551.6511792446445,102.15783550967006,4
2,2.9925925925925925,551.6511792446445,102.15783550967006,5
2,2.9925925925925925,551.6511792446445,102.15783550967006,6
2,2.9925925925925925,551.6511792446445,102.15783550967006,6
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,7
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,3
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,3
2,2.9925925925925925,551.6511792446445,102.15783550967006,4
2,2.9925925925925925,551.6511792446445,102.15783550967006,5
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
2,2.9925925925925925,551.6511792446445,102.15783550967006,3
2,2.9925925925925925,551.6511792446445,102.15783550967006,4
2,2.9925925925925925,551.6511792446445,102.15783550967006,5
2,2.9925925925925925,551.6511792446445,102.15783550967006,0
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,1
2,2.9925925925925925,551.6511792446445,102.15783550967006,2
3,2.9925925925925925,549.9820056247344,103.53665563326885,0
3,2.9925925925925925,549.9820056247344,103.53665563326885,1
3,2.9925925925925925,549.9820056247344,103.53665563326885,2
3,2.9925925925925925,549.9820056247344,103.53665563326885,3
3,2.9925925925925925,549.9820056247344,103.53665563326885,0
3,2.9925925925925925,549.9820056247344,103.53665563326885,1
3,2.9925925925925925,549.9820056247344,103.53665563326885,2
3,2.9925925925925925,549.9820056247344,103.53665563326885,3
3,2.9925925925925925,549.9820056247344,103.53665563326885,4
3,2.9925925925925925,549.9820056247344,103.53665563326885,5
3,2.9925925925925925,549.9820056247344,103.53665563326885,2
3,2.9925925925925925,549.9820056247344,103.53665563326885,2
3,2.9925925925925925,549.9820056247344,103.53665563326885,3
3,2.9925925925925925,549.9820056247344,103.53665563326885,0
3,2.9925925925925925,549.9820056247344,103.53665563326885,1
3,2.9925925925925925,549.9820056247344,103.53665563326885,2
3,2.9925925925925925,549.9820056247344,103.53665563326885,0
3,2.9925925925925925,549.9820056247344,103.53665563326885,1
3,2.9925925925925925,549.9820056247344,103.53665563326885,2
3,2.9925925925925925,549.9820056247344,103.53665563326885,1
3,2.9925925925925925,549.9820056247344,103.53665563326885,2
3,2.9925925925925925,549.9820056247344,103.53665563326885,3
3,2.9925925925925925,549.9820056247344,103.53665563326885,4
3,2.9925925925925925,549.9820056247344,103.53665563326885,5
3,2.9925925925925925,549.9820056247344,103.53665563326885,0
3,2.9925925925925925,549.9820056247344,103.53665563326885,1
3,2.9925925925925925,549.9820056247344,103.53665563326885,2
3,2.9925925925925925,549.9820056247344,103.53665563326885,3
3,2.9925925925925925,549.9820056247344,103.53665563326885,0
3,2.9925925925925925,549.9820056247344,103.53665563326885,1
3,2.9925925925925925,549.9820056247344,103.53665563326885,2
3,2.9925925925925925,549.9820056247344,103.53665563326885,3
3,2.9925925925925925,549.9820056247344,103.53665563326885,4
3,2.9925925925925925,549.9820056247344,103.53665563326885,5
3,2.9925925925925925,549.9820056247344,103.53665563326885,6
3,2.9925925925925925,549.9820056247344,103.53665563326885,2
3,2.9925925925925925,549.9820056247344,103.53665563326885,3
3,2.9925925925925925,549.9820056247344,103.53665563326885,4
3,2.9925925925925925,549.9820056247344,103.53665563326885,5
3,2.9925925925925925,549.9820056247344,103.53665563326885,6
3,2.9925925925925925,549.9820056247344,103.53665563326885,6
